company_name,exchange,year,text_excerpt,label
Orchid Beverages,NYSE,2025,"We report Scope 1, Scope 2, and Scope 3 greenhouse gas emissions for 2025. Scope 3 coverage includes purchased goods and services, business travel, waste and use of sold products. Boundaries and methods align to the GHG Protocol including location- and market-based electricity. Category screening and data sources are described with assumptions and limitations.",1
Yonder Media,Euronext,2020,We disclose Scope 1 and Scope 2 greenhouse gas emissions for 2020. The organizational boundary is consistent with prior reporting years. Methodologies follow the GHG Protocol for direct and energy indirect emissions.,0
Arbor Capital,SIX,2021,"We report Scope 1, Scope 2, and Scope 3 greenhouse gas emissions for 2021. Category screening and data sources are described with assumptions and limitations. Boundaries and methods align to the GHG Protocol including location- and market-based electricity. The disclosures underwent limited assurance by an independent provider.",1
Yonder Media,Euronext,2025,We disclose Scope 1 and Scope 2 greenhouse gas emissions for 2025. Scope 3 data collection is ongoing and not included for the current reporting cycle. We plan to expand reporting to Scope 3 in future years following supplier engagement. The organizational boundary is consistent with prior reporting years. The organizational boundary is consistent with prior reporting years.,0
Horizon Airlines,NASDAQ,2022,"We report Scope 1, Scope 2, and Scope 3 greenhouse gas emissions for 2022. Scope 3 coverage includes purchased goods and services, business travel, waste and use of sold products. Category screening and data sources are described with assumptions and limitations.",1
Orion Auto Parts,BSE,2021,We disclose Scope 1 and Scope 2 greenhouse gas emissions for 2021. Methodologies follow the GHG Protocol for direct and energy indirect emissions. We plan to expand reporting to Scope 3 in future years following supplier engagement.,0
Draco Healthcare,NASDAQ,2020,"We report Scope 1, Scope 2, and Scope 3 greenhouse gas emissions for 2020. Scope 3 coverage includes purchased goods and services, business travel, waste and use of sold products. Scope 3 coverage includes purchased goods and services, business travel, waste and use of sold products. The disclosures underwent limited assurance by an independent provider. Boundaries and methods align to the GHG Protocol including location- and market-based electricity.",1
BlueWave Technologies,NASDAQ,2024,We disclose Scope 1 and Scope 2 greenhouse gas emissions for 2024. The organizational boundary is consistent with prior reporting years. Methodologies follow the GHG Protocol for direct and energy indirect emissions. The organizational boundary is consistent with prior reporting years. Methodologies follow the GHG Protocol for direct and energy indirect emissions.,0
Titan Shipping,LSE,2024,"We report Scope 1, Scope 2, and Scope 3 greenhouse gas emissions for 2024. The disclosures underwent limited assurance by an independent provider. Category screening and data sources are described with assumptions and limitations.",1
Cascade Water,ASX,2020,We disclose Scope 1 and Scope 2 greenhouse gas emissions for 2020. The organizational boundary is consistent with prior reporting years. Methodologies follow the GHG Protocol for direct and energy indirect emissions.,0
Gaia Forestry,TSX,2022,"We report Scope 1, Scope 2, and Scope 3 greenhouse gas emissions for 2022. Scope 3 coverage includes purchased goods and services, business travel, waste and use of sold products. Category screening and data sources are described with assumptions and limitations. The disclosures underwent limited assurance by an independent provider. Boundaries and methods align to the GHG Protocol including location- and market-based electricity.",1
Kappa Robotics,NASDAQ,2022,We disclose Scope 1 and Scope 2 greenhouse gas emissions for 2022. Methodologies follow the GHG Protocol for direct and energy indirect emissions. The organizational boundary is consistent with prior reporting years. Methodologies follow the GHG Protocol for direct and energy indirect emissions.,0
IonX Semiconductors,NASDAQ,2021,"We report Scope 1, Scope 2, and Scope 3 greenhouse gas emissions for 2021. Boundaries and methods align to the GHG Protocol including location- and market-based electricity. Category screening and data sources are described with assumptions and limitations.",1
Stellar Media,NASDAQ,2023,We disclose Scope 1 and Scope 2 greenhouse gas emissions for 2023. The organizational boundary is consistent with prior reporting years. Scope 3 data collection is ongoing and not included for the current reporting cycle. The organizational boundary is consistent with prior reporting years.,0
Kappa Robotics,NASDAQ,2022,"We report Scope 1, Scope 2, and Scope 3 greenhouse gas emissions for 2022. The disclosures underwent limited assurance by an independent provider. Category screening and data sources are described with assumptions and limitations.",1
Arbor Capital,SIX,2023,We disclose Scope 1 and Scope 2 greenhouse gas emissions for 2023. Methodologies follow the GHG Protocol for direct and energy indirect emissions. The organizational boundary is consistent with prior reporting years.,0
Orion Auto Parts,BSE,2023,"We report Scope 1, Scope 2, and Scope 3 greenhouse gas emissions for 2023. Scope 3 coverage includes purchased goods and services, business travel, waste and use of sold products. Scope 3 coverage includes purchased goods and services, business travel, waste and use of sold products. Category screening and data sources are described with assumptions and limitations.",1
Xylo Mining,ASX,2024,We disclose Scope 1 and Scope 2 greenhouse gas emissions for 2024. The organizational boundary is consistent with prior reporting years. Methodologies follow the GHG Protocol for direct and energy indirect emissions. Scope 3 data collection is ongoing and not included for the current reporting cycle.,0
Draco Healthcare,NASDAQ,2024,"We report Scope 1, Scope 2, and Scope 3 greenhouse gas emissions for 2024. Category screening and data sources are described with assumptions and limitations. Category screening and data sources are described with assumptions and limitations.",1
Polaris Retail,NYSE,2025,We disclose Scope 1 and Scope 2 greenhouse gas emissions for 2025. Scope 3 data collection is ongoing and not included for the current reporting cycle. Methodologies follow the GHG Protocol for direct and energy indirect emissions. We plan to expand reporting to Scope 3 in future years following supplier engagement.,0
Keystone Bank,NYSE,2022,"We report Scope 1, Scope 2, and Scope 3 greenhouse gas emissions for 2022. Category screening and data sources are described with assumptions and limitations. The disclosures underwent limited assurance by an independent provider.",1
IonX Semiconductors,NASDAQ,2025,We disclose Scope 1 and Scope 2 greenhouse gas emissions for 2025. We plan to expand reporting to Scope 3 in future years following supplier engagement. The organizational boundary is consistent with prior reporting years.,0
Vega Beverages,NYSE,2024,"We report Scope 1, Scope 2, and Scope 3 greenhouse gas emissions for 2024. Boundaries and methods align to the GHG Protocol including location- and market-based electricity. Boundaries and methods align to the GHG Protocol including location- and market-based electricity.",1
